State|County|Party|Candidate|Num|Percent|Won
montana|Fergus |Lib|G. Johnson|      173|2.9%|False
montana|Fergus |Dem|B. Obama (i)|     1,628|26.9%|False
montana|Lake |GOP|M. Romney|     7,084|53.8%|True
montana|Lake |Lib|G. Johnson|      357|2.7%|False
montana|Lake |Dem|B. Obama (i)|     5,715|43.4%|False
california|Glenn |Lib|G. Johnson|      106|1.2%|False
california|Glenn |AIP|T. Hoefling|       57|0.6%|False
california|Glenn |PFP|R. Barr|       65|0.7%|False
california|Glenn |Dem|B. Obama (i)|     3,276|35.8%|False
california|Glenn |Grn|J. Stein|       30|0.3%|False
california|Glenn |GOP|M. Romney|     5,608|61.3%|True
california|Mono |Lib|G. Johnson|       79|1.6%|False
california|Mono |AIP|T. Hoefling|       17|0.3%|False
california|Mono |PFP|R. Barr|       11|0.2%|False
california|Mono |Dem|B. Obama (i)|     2,574|52.3%|True
california|Mono |Grn|J. Stein|       34|0.7%|False
california|Mono |GOP|M. Romney|     2,202|44.8%|False
california|Santa Clara |Lib|G. Johnson|     5,845|1.2%|False
california|Santa Clara |AIP|T. Hoefling|     1,291|0.3%|False
california|Santa Clara |PFP|R. Barr|     1,693|0.3%|False
california|Santa Clara |Dem|B. Obama (i)|   343,239|69.8%|True
california|Santa Clara |Grn|J. Stein|     3,272|0.7%|False
california|Santa Clara |GOP|M. Romney|   136,347|27.7%|False
california|San Luis Obispo |Lib|G. Johnson|     1,608|1.4%|False
california|San Luis Obispo |AIP|T. Hoefling|      393|0.3%|False
california|San Luis Obispo |PFP|R. Barr|      423|0.4%|False
california|San Luis Obispo |Dem|B. Obama (i)|    57,655|49.0%|True
california|San Luis Obispo |Grn|J. Stein|     1,018|0.9%|False
california|San Luis Obispo |GOP|M. Romney|    56,500|48.0%|False
california|Mendocino |Lib|G. Johnson|      203|1.1%|False
california|Mendocino |AIP|T. Hoefling|       83|0.5%|False
california|Mendocino |PFP|R. Barr|      173|1.0%|False
california|Mendocino |Dem|B. Obama (i)|    11,869|66.2%|True
california|Mendocino |Grn|J. Stein|      471|2.6%|False
california|Mendocino |GOP|M. Romney|     5,129|28.6%|False
california|Ventura |Lib|G. Johnson|     3,201|1.1%|False
california|Ventura |AIP|T. Hoefling|      896|0.3%|False
california|Ventura |PFP|R. Barr|      896|0.3%|False
california|Ventura |Dem|B. Obama (i)|   148,006|51.7%|True
california|Ventura |Grn|J. Stein|     1,361|0.5%|False
california|Ventura |GOP|M. Romney|   131,782|46.1%|False
california|Sacramento |Lib|G. Johnson|     5,116|1.2%|False
california|Sacramento |AIP|T. Hoefling|     1,297|0.3%|False
california|Sacramento |PFP|R. Barr|     2,026|0.5%|False
california|Sacramento |Dem|B. Obama (i)|   251,365|57.2%|True
california|Sacramento |Grn|J. Stein|     2,343|0.5%|False
california|Sacramento |GOP|M. Romney|   177,523|40.4%|False
california|Nevada |Lib|G. Johnson|      451|1.5%|False
california|Nevada |AIP|T. Hoefling|       43|0.1%|False
california|Nevada |PFP|R. Barr|      104|0.3%|False
california|Nevada |Dem|B. Obama (i)|    14,261|46.2%|False
california|Nevada |Grn|J. Stein|      309|1.0%|False
california|Nevada |GOP|M. Romney|    15,696|50.9%|True
california|Plumas |Lib|G. Johnson|      112|1.2%|False
california|Plumas |AIP|T. Hoefling|       18|0.2%|False
california|Plumas |PFP|R. Barr|       32|0.4%|False
california|Plumas |Dem|B. Obama (i)|     3,670|40.2%|False
california|Plumas |Grn|J. Stein|       56|0.6%|False
california|Plumas |GOP|M. Romney|     5,240|57.4%|True
california|Butte |Lib|G. Johnson|      944|1.3%|False
california|Butte |AIP|T. Hoefling|      355|0.5%|False
california|Butte |PFP|R. Barr|      402|0.6%|False
california|Butte |Dem|B. Obama (i)|    32,567|46.4%|False
california|Butte |Grn|J. Stein|      583|0.8%|False
california|Butte |GOP|M. Romney|    35,312|50.3%|True
california|Napa |Lib|G. Johnson|      290|0.9%|False
california|Napa |AIP|T. Hoefling|       85|0.3%|False
california|Napa |PFP|R. Barr|      125|0.4%|False
california|Napa |Dem|B. Obama (i)|    19,964|61.7%|True
california|Napa |Grn|J. Stein|      221|0.7%|False
california|Napa |GOP|M. Romney|    11,647|36.0%|False
california|San Mateo |Lib|G. Johnson|     2,099|1.0%|False
california|San Mateo |AIP|T. Hoefling|      448|0.2%|False
california|San Mateo |PFP|R. Barr|      573|0.3%|False
california|San Mateo |Dem|B. Obama (i)|   151,036|71.3%|True
california|San Mateo |Grn|J. Stein|     1,414|0.7%|False
california|San Mateo |GOP|M. Romney|    56,244|26.6%|False
california|Shasta |Lib|G. Johnson|      843|1.2%|False
california|Shasta |AIP|T. Hoefling|      405|0.6%|False
california|Shasta |PFP|R. Barr|      370|0.5%|False
california|Shasta |Dem|B. Obama (i)|    24,199|33.9%|False
california|Shasta |Grn|J. Stein|      356|0.5%|False
california|Shasta |GOP|M. Romney|    45,158|63.3%|True
california|El Dorado |Lib|G. Johnson|     1,226|1.4%|False
california|El Dorado |AIP|T. Hoefling|      322|0.4%|False
california|El Dorado |PFP|R. Barr|      295|0.3%|False
california|El Dorado |Dem|B. Obama (i)|    34,033|39.6%|False
california|El Dorado |Grn|J. Stein|      386|0.4%|False
california|El Dorado |GOP|M. Romney|    49,661|57.8%|True
california|Madera |Lib|G. Johnson|      269|0.8%|False
california|Madera |AIP|T. Hoefling|      137|0.4%|False
california|Madera |PFP|R. Barr|      146|0.5%|False
california|Madera |Dem|B. Obama (i)|    12,698|39.2%|False
california|Madera |Grn|J. Stein|      132|0.4%|False
california|Madera |GOP|M. Romney|    18,990|58.7%|True
california|San Benito |Lib|G. Johnson|      119|0.8%|False
california|San Benito |AIP|T. Hoefling|       45|0.3%|False
california|San Benito |PFP|R. Barr|       75|0.5%|False
california|San Benito |Dem|B. Obama (i)|     8,617|57.6%|True
california|San Benito |Grn|J. Stein|       64|0.4%|False
california|San Benito |GOP|M. Romney|     6,052|40.4%|False
california|Lassen |Lib|G. Johnson|      138|1.3%|False
california|Lassen |AIP|T. Hoefling|       49|0.5%|False
california|Lassen |PFP|R. Barr|       69|0.7%|False
california|Lassen |Dem|B. Obama (i)|     3,044|28.7%|False
california|Lassen |Grn|J. Stein|       42|0.4%|False
california|Lassen |GOP|M. Romney|     7,261|68.5%|True
california|San Joaquin |Lib|G. Johnson|     1,606|0.9%|False
california|San Joaquin |AIP|T. Hoefling|      489|0.3%|False
california|San Joaquin |PFP|R. Barr|      792|0.4%|False
california|San Joaquin |Dem|B. Obama (i)|    98,746|54.5%|True
california|San Joaquin |Grn|J. Stein|      661|0.4%|False
california|San Joaquin |GOP|M. Romney|    78,794|43.5%|False
california|Trinity |Lib|G. Johnson|       73|1.5%|False
california|Trinity |AIP|T. Hoefling|       26|0.5%|False
california|Trinity |PFP|R. Barr|       60|1.2%|False
california|Trinity |Dem|B. Obama (i)|     2,367|47.1%|False
california|Trinity |Grn|J. Stein|       82|1.6%|False
california|Trinity |GOP|M. Romney|     2,422|48.2%|True
california|Placer |Lib|G. Johnson|     1,522|1.2%|False
california|Placer |AIP|T. Hoefling|      337|0.3%|False
california|Placer |PFP|R. Barr|      399|0.3%|False
california|Placer |Dem|B. Obama (i)|    49,126|38.9%|False
california|Placer |Grn|J. Stein|      481|0.4%|False
california|Placer |GOP|M. Romney|    74,460|58.9%|True
california|Yolo |Lib|G. Johnson|      800|1.3%|False
california|Yolo |AIP|T. Hoefling|       83|0.1%|False
california|Yolo |PFP|R. Barr|      225|0.4%|False
california|Yolo |Dem|B. Obama (i)|    38,856|65.2%|True
california|Yolo |Grn|J. Stein|      569|1.0%|False
california|Yolo |GOP|M. Romney|    19,080|32.0%|False
california|Humboldt |Lib|G. Johnson|      685|1.5%|False
california|Humboldt |AIP|T. Hoefling|       79|0.2%|False
california|Humboldt |PFP|R. Barr|      279|0.6%|False
california|Humboldt |Dem|B. Obama (i)|    27,757|60.0%|True
california|Humboldt |Grn|J. Stein|     1,816|3.9%|False
california|Humboldt |GOP|M. Romney|    15,653|33.8%|False
california|Modoc |Lib|G. Johnson|       42|1.1%|False
california|Modoc |AIP|T. Hoefling|       11|0.3%|False
california|Modoc |PFP|R. Barr|       21|0.5%|False
california|Modoc |Dem|B. Obama (i)|     1,113|27.9%|False
california|Modoc |Grn|J. Stein|       20|0.5%|False
california|Modoc |GOP|M. Romney|     2,779|69.7%|True
california|Amador |Lib|G. Johnson|      197|1.3%|False
california|Amador |AIP|T. Hoefling|       68|0.4%|False
california|Amador |PFP|R. Barr|       60|0.4%|False
california|Amador |Dem|B. Obama (i)|     6,001|39.2%|False
california|Amador |Grn|J. Stein|       74|0.5%|False
california|Amador |GOP|M. Romney|     8,903|58.2%|True
california|Colusa |Lib|G. Johnson|       46|0.8%|False
california|Colusa |AIP|T. Hoefling|       16|0.3%|False
california|Colusa |PFP|R. Barr|       17|0.3%|False
california|Colusa |Dem|B. Obama (i)|     2,248|38.3%|False
california|Colusa |Grn|J. Stein|       17|0.3%|False
california|Colusa |GOP|M. Romney|     3,521|60.0%|True
california|Contra Costa |Lib|G. Johnson|     3,562|1.0%|False
california|Contra Costa |AIP|T. Hoefling|     1,167|0.3%|False
california|Contra Costa |PFP|R. Barr|     1,250|0.3%|False
california|Contra Costa |Dem|B. Obama (i)|   239,198|65.7%|True
california|Contra Costa |Grn|J. Stein|     2,271|0.6%|False
california|Contra Costa |GOP|M. Romney|   116,867|32.1%|False
california|Alameda |Lib|G. Johnson|     5,330|0.9%|False
california|Alameda |AIP|T. Hoefling|     1,173|0.2%|False
california|Alameda |PFP|R. Barr|     2,796|0.5%|False
california|Alameda |Dem|B. Obama (i)|   454,344|78.7%|True
california|Alameda |Grn|J. Stein|     7,303|1.3%|False
california|Alameda |GOP|M. Romney|   106,324|18.4%|False
california|Tulare |Lib|G. Johnson|      543|0.7%|False
california|Tulare |AIP|T. Hoefling|      298|0.4%|False
california|Tulare |PFP|R. Barr|      321|0.4%|False
california|Tulare |Dem|B. Obama (i)|    29,191|40.1%|False
california|Tulare |Grn|J. Stein|      293|0.4%|False
california|Tulare |GOP|M. Romney|    42,186|57.9%|True
california|Sutter |Lib|G. Johnson|      170|0.8%|False
california|Sutter |AIP|T. Hoefling|      102|0.5%|False
california|Sutter |PFP|R. Barr|       83|0.4%|False
california|Sutter |Dem|B. Obama (i)|     8,004|38.1%|False
california|Sutter |Grn|J. Stein|       53|0.3%|False
california|Sutter |GOP|M. Romney|    12,576|59.9%|True
california|Tuolumne |Lib|G. Johnson|      297|1.3%|False
california|Tuolumne |AIP|T. Hoefling|      139|0.6%|False
california|Tuolumne |PFP|R. Barr|      123|0.5%|False
california|Tuolumne |Dem|B. Obama (i)|     9,628|40.6%|False
california|Tuolumne |Grn|J. Stein|      133|0.6%|False
california|Tuolumne |GOP|M. Romney|    13,410|56.5%|True
california|Del Norte |Lib|G. Johnson|       92|1.2%|False
california|Del Norte |AIP|T. Hoefling|       59|0.7%|False
california|Del Norte |PFP|R. Barr|       57|0.7%|False
california|Del Norte |Dem|B. Obama (i)|     3,396|42.8%|False
california|Del Norte |Grn|J. Stein|       80|1.0%|False
california|Del Norte |GOP|M. Romney|     4,256|53.6%|True
california|Solano |Lib|G. Johnson|     1,312|0.9%|False
california|Solano |AIP|T. Hoefling|      512|0.4%|False
california|Solano |PFP|R. Barr|      563|0.4%|False
california|Solano |Dem|B. Obama (i)|    87,225|62.9%|True
california|Solano |Grn|J. Stein|      589|0.4%|False
california|Solano |GOP|M. Romney|    48,364|34.9%|False
california|Fresno |Lib|G. Johnson|     1,592|0.9%|False
california|Fresno |AIP|T. Hoefling|      295|0.2%|False
california|Fresno |PFP|R. Barr|      604|0.3%|False
california|Fresno |Dem|B. Obama (i)|    85,862|47.6%|False
california|Fresno |Grn|J. Stein|      748|0.4%|False
california|Fresno |GOP|M. Romney|    91,143|50.6%|True
california|Sonoma |Lib|G. Johnson|     2,090|1.2%|False
california|Sonoma |AIP|T. Hoefling|      586|0.3%|False
california|Sonoma |PFP|R. Barr|      855|0.5%|False
california|Sonoma |Dem|B. Obama (i)|   124,504|70.8%|True
california|Sonoma |Grn|J. Stein|     2,037|1.2%|False
california|Sonoma |GOP|M. Romney|    45,666|26.0%|False
california|San Diego |Lib|G. Johnson|    11,612|1.2%|False
california|San Diego |AIP|T. Hoefling|     1,328|0.1%|False
california|San Diego |PFP|R. Barr|     2,542|0.3%|False
california|San Diego |Dem|B. Obama (i)|   502,937|51.5%|True
california|San Diego |Grn|J. Stein|     4,502|0.5%|False
california|San Diego |GOP|M. Romney|   453,166|46.4%|False
california|Alpine |Lib|G. Johnson|        8|1.2%|False
california|Alpine |AIP|T. Hoefling|        1|0.2%|False
california|Alpine |PFP|R. Barr|        5|0.8%|False
california|Alpine |Dem|B. Obama (i)|      389|60.1%|True
california|Alpine |Grn|J. Stein|        8|1.2%|False
california|Alpine |GOP|M. Romney|      236|36.5%|False
california|Siskiyou |Lib|G. Johnson|      209|1.2%|False
california|Siskiyou |AIP|T. Hoefling|      100|0.6%|False
california|Siskiyou |PFP|R. Barr|      117|0.7%|False
california|Siskiyou |Dem|B. Obama (i)|     7,110|40.6%|False
california|Siskiyou |Grn|J. Stein|      125|0.7%|False
california|Siskiyou |GOP|M. Romney|     9,844|56.2%|True
california|Kings |Lib|G. Johnson|      244|0.8%|False
california|Kings |AIP|T. Hoefling|      156|0.5%|False
california|Kings |PFP|R. Barr|      162|0.5%|False
california|Kings |Dem|B. Obama (i)|    12,282|40.8%|False
california|Kings |Grn|J. Stein|      111|0.4%|False
california|Kings |GOP|M. Romney|    17,184|57.0%|True
california|Riverside |Lib|G. Johnson|     5,439|0.9%|False
california|Riverside |AIP|T. Hoefling|     2,077|0.4%|False
california|Riverside |PFP|R. Barr|     2,259|0.4%|False
california|Riverside |Dem|B. Obama (i)|   287,754|48.8%|False
california|Riverside |Grn|J. Stein|     1,965|0.3%|False
california|Riverside |GOP|M. Romney|   290,227|49.2%|True
california|Kern |Lib|G. Johnson|     2,020|1.0%|False
california|Kern |AIP|T. Hoefling|      912|0.4%|False
california|Kern |PFP|R. Barr|      966|0.5%|False
california|Kern |Dem|B. Obama (i)|    80,257|39.4%|False
california|Kern |Grn|J. Stein|      611|0.3%|False
california|Kern |GOP|M. Romney|   119,065|58.4%|True
california|San Francisco |Lib|G. Johnson|     3,778|1.1%|False
california|San Francisco |AIP|T. Hoefling|      403|0.1%|False
california|San Francisco |PFP|R. Barr|     1,729|0.5%|False
california|San Francisco |Dem|B. Obama (i)|   281,226|83.4%|True
california|San Francisco |Grn|J. Stein|     5,098|1.5%|False
california|San Francisco |GOP|M. Romney|    44,877|13.3%|False
california|Los Angeles |Lib|G. Johnson|    25,103|1.0%|False
california|Los Angeles |AIP|T. Hoefling|     8,223|0.3%|False
california|Los Angeles |PFP|R. Barr|    11,384|0.4%|False
california|Los Angeles |Dem|B. Obama (i)|  1,781,383|68.6%|True
california|Los Angeles |Grn|J. Stein|    15,848|0.6%|False
california|Los Angeles |GOP|M. Romney|   754,974|29.1%|False
california|Tehama |Lib|G. Johnson|      177|1.0%|False
california|Tehama |AIP|T. Hoefling|      148|0.9%|False
california|Tehama |PFP|R. Barr|      129|0.7%|False
california|Tehama |Dem|B. Obama (i)|     6,032|34.8%|False
california|Tehama |Grn|J. Stein|       79|0.5%|False
california|Tehama |GOP|M. Romney|    10,791|62.2%|True
california|Yuba |Lib|G. Johnson|      210|1.4%|False
california|Yuba |AIP|T. Hoefling|       83|0.6%|False
california|Yuba |PFP|R. Barr|       81|0.5%|False
california|Yuba |Dem|B. Obama (i)|     5,817|38.8%|False
california|Yuba |Grn|J. Stein|       72|0.5%|False
california|Yuba |GOP|M. Romney|     8,746|58.3%|True
california|Merced |Lib|G. Johnson|      377|0.7%|False
california|Merced |AIP|T. Hoefling|      215|0.4%|False
california|Merced |PFP|R. Barr|      233|0.5%|False
california|Merced |Dem|B. Obama (i)|    26,128|51.7%|True
california|Merced |Grn|J. Stein|      182|0.4%|False
california|Merced |GOP|M. Romney|    23,403|46.3%|False
california|Monterey |Lib|G. Johnson|      779|1.0%|False
california|Monterey |AIP|T. Hoefling|      192|0.2%|False
california|Monterey |PFP|R. Barr|      290|0.4%|False
california|Monterey |Dem|B. Obama (i)|    51,712|65.9%|True
california|Monterey |Grn|J. Stein|      462|0.6%|False
california|Monterey |GOP|M. Romney|    25,087|31.9%|False
california|Sierra |Lib|G. Johnson|       19|1.1%|False
california|Sierra |AIP|T. Hoefling|       12|0.7%|False
california|Sierra |PFP|R. Barr|       16|0.9%|False
california|Sierra |Dem|B. Obama (i)|      652|36.6%|False
california|Sierra |Grn|J. Stein|       24|1.3%|False
california|Sierra |GOP|M. Romney|     1,056|59.4%|True
california|Inyo |Lib|G. Johnson|       74|1.1%|False
california|Inyo |AIP|T. Hoefling|       32|0.5%|False
california|Inyo |PFP|R. Barr|       27|0.4%|False
california|Inyo |Dem|B. Obama (i)|     2,775|42.7%|False
california|Inyo |Grn|J. Stein|       52|0.8%|False
california|Inyo |GOP|M. Romney|     3,541|54.5%|True
california|San Bernardino |Lib|G. Johnson|     5,408|1.0%|False
california|San Bernardino |AIP|T. Hoefling|     2,238|0.4%|False
california|San Bernardino |PFP|R. Barr|     2,348|0.4%|False
california|San Bernardino |Dem|B. Obama (i)|   274,203|51.6%|True
california|San Bernardino |Grn|J. Stein|     2,027|0.4%|False
california|San Bernardino |GOP|M. Romney|   245,468|46.2%|False
california|Santa Barbara |Lib|G. Johnson|     1,829|1.2%|False
california|Santa Barbara |AIP|T. Hoefling|      395|0.3%|False
california|Santa Barbara |PFP|R. Barr|      454|0.3%|False
california|Santa Barbara |Dem|B. Obama (i)|    84,279|57.2%|True
california|Santa Barbara |Grn|J. Stein|     1,196|0.8%|False
california|Santa Barbara |GOP|M. Romney|    59,096|40.1%|False
california|Mariposa |Lib|G. Johnson|      112|1.4%|False
california|Mariposa |AIP|T. Hoefling|       37|0.5%|False
california|Mariposa |PFP|R. Barr|       61|0.8%|False
california|Mariposa |Dem|B. Obama (i)|     3,080|39.5%|False
california|Mariposa |Grn|J. Stein|       81|1.0%|False
california|Mariposa |GOP|M. Romney|     4,434|56.8%|True
california|Stanislaus |Lib|G. Johnson|     1,368|1.0%|False
california|Stanislaus |AIP|T. Hoefling|      698|0.5%|False
california|Stanislaus |PFP|R. Barr|      881|0.6%|False
california|Stanislaus |Dem|B. Obama (i)|    70,609|49.2%|True
california|Stanislaus |Grn|J. Stein|      515|0.4%|False
california|Stanislaus |GOP|M. Romney|    69,549|48.4%|False
california|Marin |Lib|G. Johnson|      939|0.9%|False
california|Marin |AIP|T. Hoefling|      141|0.1%|False
california|Marin |PFP|R. Barr|      298|0.3%|False
california|Marin |Dem|B. Obama (i)|    73,450|74.0%|True
california|Marin |Grn|J. Stein|     1,111|1.1%|False
california|Marin |GOP|M. Romney|    23,347|23.5%|False
california|Calaveras |Lib|G. Johnson|      263|1.4%|False
california|Calaveras |AIP|T. Hoefling|       90|0.5%|False
california|Calaveras |PFP|R. Barr|       82|0.4%|False
california|Calaveras |Dem|B. Obama (i)|     7,404|40.1%|False
california|Calaveras |Grn|J. Stein|       93|0.5%|False
california|Calaveras |GOP|M. Romney|    10,537|57.1%|True
california|Santa Cruz |Lib|G. Johnson|     1,243|1.5%|False
california|Santa Cruz |AIP|T. Hoefling|      187|0.2%|False
california|Santa Cruz |PFP|R. Barr|      432|0.5%|False
california|Santa Cruz |Dem|B. Obama (i)|    61,106|75.2%|True
california|Santa Cruz |Grn|J. Stein|     1,194|1.5%|False
california|Santa Cruz |GOP|M. Romney|    17,132|21.1%|False
california|Imperial |Lib|G. Johnson|      166|0.6%|False
california|Imperial |AIP|T. Hoefling|       95|0.3%|False
california|Imperial |PFP|R. Barr|      100|0.4%|False
california|Imperial |Dem|B. Obama (i)|    17,464|63.6%|True
california|Imperial |Grn|J. Stein|       83|0.3%|False
california|Imperial |GOP|M. Romney|     9,545|34.8%|False
california|Orange |Lib|G. Johnson|    12,773|1.3%|False
california|Orange |AIP|T. Hoefling|     2,685|0.3%|False
california|Orange |PFP|R. Barr|     2,934|0.3%|False
california|Orange |Dem|B. Obama (i)|   457,077|44.8%|False
california|Orange |Grn|J. Stein|     4,254|0.4%|False
california|Orange |GOP|M. Romney|   541,592|53.0%|True
california|Lake |Lib|G. Johnson|      202|1.2%|False
california|Lake |AIP|T. Hoefling|      104|0.6%|False
california|Lake |PFP|R. Barr|      152|0.9%|False
california|Lake |Dem|B. Obama (i)|     9,159|56.3%|True
california|Lake |Grn|J. Stein|      183|1.1%|False
california|Lake |GOP|M. Romney|     6,474|39.8%|False
district-of-columbia|District of Columbia |DCG|J. Stein|2,045|0.8%|False
district-of-columbia|District of Columbia |Dem|B. Obama (i)|222,332|91.4%|True
district-of-columbia|District of Columbia |Lib|G. Johnson|1,634|0.7%|False
district-of-columbia|District of Columbia |GOP|M. Romney|17,337|7.1%|False
